Ensg	Hgnc	Rank	Zscore	HP:0002069	HP:0002121	HP:0011198
ENSG00000263473		7799	1.317	1.301	0.25	0.729
ENSG00000197978	GOLGA6L9	7800	1.317	1.868	0.084	0.329
ENSG00000255015		7801	1.316	0.733	0.252	1.296
ENSG00000108588	CCDC47	7802	1.316	3.543	-1.088	-0.175
ENSG00000258683		7803	1.316	0.812	0.54	0.928
ENSG00000233751		7804	1.316	1.336	0.814	0.13
ENSG00000106723	SPIN1	7805	1.315	-0.372	0.869	1.782
ENSG00000194717	MIR494	7806	1.315	1.375	0.655	0.249
ENSG00000197744	PTMAP2	7807	1.315	-0.287	1.689	0.876
ENSG00000276894	RAB28P4	7808	1.315	0.94	1.215	0.123
ENSG00000204718	CNN2P12	7809	1.315	0.733	0.002	1.542
ENSG00000230313	HCG24	7810	1.315	-0.139	1.187	1.23
ENSG00000243440		7811	1.315	0.046	-0.19	2.422
ENSG00000254811		7812	1.315	1.009	1.214	0.054
ENSG00000235592		7813	1.315	1.992	-0.287	0.573
ENSG00000267413	LINC01901	7814	1.315	1.839	0.773	-0.336
ENSG00000242611		7815	1.314	0.714	1.517	0.045
ENSG00000170848	PSG6	7816	1.314	0.186	1.827	0.263
ENSG00000244043	RPS27P27	7817	1.314	0.687	0.013	1.576
ENSG00000204479	PRAMEF17	7818	1.314	0.778	0.35	1.148
ENSG00000274364		7819	1.314	-0.323	-0.099	2.697
ENSG00000264925		7820	1.313	0.586	1.026	0.663
ENSG00000264765		7821	1.313	0.461	1.171	0.643
ENSG00000224652	LINC00885	7822	1.313	-0.076	2.55	-0.2
ENSG00000233084	RPL23AP25	7823	1.313	0.85	0.672	0.752
ENSG00000204177	BMS1P1	7824	1.313	0.39	0.8	1.084
ENSG00000172465	TCEAL1	7825	1.313	-0.924	1.254	1.944
ENSG00000207996	MIR301A	7826	1.313	0.66	1.156	0.458
ENSG00000272235		7827	1.313	1.482	-0.232	1.023
ENSG00000260232	PWRN4	7828	1.313	1.642	0.907	-0.276
ENSG00000137033	IL33	7829	1.312	1.582	1.314	-0.623
ENSG00000248124	RRN3P1	7830	1.312	0.673	0.771	0.829
ENSG00000261715	LINC01477	7831	1.312	0.114	1.185	0.974
ENSG00000112273	HDGFL1	7832	1.312	0.429	1.205	0.639
ENSG00000255356		7833	1.312	-0.041	1.047	1.266
ENSG00000256349		7834	1.312	1.155	0.575	0.542
ENSG00000221445	MIR1301	7835	1.312	1.638	-0.263	0.896
ENSG00000257454		7836	1.312	0.075	1.541	0.655
ENSG00000130589	HELZ2	7837	1.312	-0.019	1.331	0.959
ENSG00000201770	RNU6-384P	7838	1.311	0.57	1.162	0.539
ENSG00000224834	BTF3P9	7839	1.311	1.843	1.342	-0.914
ENSG00000067167	TRAM1	7840	1.311	0.944	0.917	0.41
ENSG00000123213	NLN	7841	1.311	1.288	0.26	0.723
ENSG00000259354		7842	1.311	1.414	0.606	0.251
ENSG00000234162		7843	1.311	0.325	-0.014	1.959
ENSG00000259358		7844	1.311	1.322	1.323	-0.374
ENSG00000213144		7845	1.311	0.881	2.158	-0.769
ENSG00000267156	TPMTP1	7846	1.311	0.811	1.131	0.328
ENSG00000234864		7847	1.311	1.639	0.59	0.04
ENSG00000237790	LINC01318	7848	1.31	2.076	-0.204	0.398
ENSG00000164951	PDP1	7849	1.31	-0.185	-0.013	2.468
ENSG00000176124	DLEU1	7850	1.31	0.584	0.399	1.286
ENSG00000262670		7851	1.31	1.694	-0.277	0.852
ENSG00000273551		7852	1.31	0.873	0.845	0.552
ENSG00000211510		7853	1.31	0.557	1.855	-0.142
ENSG00000177694	NAALADL2	7854	1.31	0.561	1.151	0.557
ENSG00000268902	CSAG2	7855	1.31	1.309	0.024	0.936
ENSG00000237463		7856	1.309	0.054	0.844	1.37
ENSG00000272885		7857	1.309	0.911	0.842	0.514
ENSG00000223263	RNU6-387P	7858	1.309	0.837	0.524	0.907
ENSG00000270095		7859	1.309	1.362	-0.507	1.412
ENSG00000229788	LINC00388	7860	1.309	0.611	0.618	1.038
ENSG00000207546	MIR548C	7861	1.308	0.509	0.809	0.948
ENSG00000112787	FBRSL1	7862	1.308	0.559	0.347	1.359
ENSG00000261538		7863	1.308	-0.171	0.795	1.642
ENSG00000215922		7864	1.308	0.634	-0.115	1.746
ENSG00000248162		7865	1.308	1.906	0.853	-0.494
ENSG00000182218	HHIPL1	7866	1.308	-0.466	0.874	1.857
ENSG00000217004		7867	1.308	1.456	0.315	0.494
ENSG00000259592	PRELID1P4	7868	1.308	0.992	1.598	-0.325
ENSG00000176748	OR52Z1	7869	1.307	0.799	1.124	0.342
ENSG00000266174	MIR4666A	7870	1.307	1.36	0.882	0.023
ENSG00000136937	NCBP1	7871	1.307	-0.322	-0.426	3.013
ENSG00000062716	VMP1	7872	1.307	2.4	0.035	-0.171
ENSG00000069764	PLA2G10	7873	1.307	1.756	-0.497	1.005
ENSG00000176595	KBTBD11	7874	1.307	2.862	-0.505	-0.094
ENSG00000251329	LINC02353	7875	1.307	1.107	-0.387	1.544
ENSG00000228327		7876	1.307	0.512	0.536	1.215
ENSG00000149292	TTC12	7877	1.307	0.806	1.103	0.354
ENSG00000179008	C14orf39	7878	1.307	1.071	0.353	0.839
ENSG00000230943	LINC02541	7879	1.306	-0.496	2.163	0.596
ENSG00000146409	SLC18B1	7880	1.306	2.383	1.06	-1.18
ENSG00000272053		7881	1.306	1.543	1.597	-0.877
ENSG00000251147		7882	1.306	1.018	1.628	-0.384
ENSG00000273367		7883	1.306	-0.278	1.596	0.943
ENSG00000277087		7884	1.306	1.031	0.378	0.853
ENSG00000181908		7885	1.306	1.072	0.212	0.977
ENSG00000106128	GHRHR	7886	1.305	1.182	0.18	0.899
ENSG00000261647	IMPDH1P11	7887	1.305	0.745	-0.259	1.775
ENSG00000216364	MRPL42P2	7888	1.305	-0.174	1.202	1.232
ENSG00000212211		7889	1.305	1.09	0.914	0.256
ENSG00000258797		7890	1.305	1.659	1.094	-0.493
ENSG00000232529		7891	1.305	0.162	2.682	-0.583
ENSG00000271056		7892	1.305	1.227	1.439	-0.405
ENSG00000262967		7893	1.305	0.744	1.013	0.503
ENSG00000204787	REG1CP	7894	1.305	0.997	-0.661	1.924
ENSG00000218728	KRT18P44	7895	1.305	0.293	0.884	1.084
ENSG00000183172	SMDT1	7896	1.305	0.45	0.684	1.126
ENSG00000275294	LINC02340	7897	1.304	1.099	0.798	0.363
ENSG00000263878	DLGAP1-AS4	7898	1.304	0.358	1.539	0.362
ENSG00000180662	RPL21P8	7899	1.304	1.193	1.029	0.037
ENSG00000230426	ERVMER61-1	7900	1.304	0.626	1.436	0.196
ENSG00000151743	AMN1	7901	1.304	0.066	0.415	1.778
ENSG00000213695	RPS7P14	7902	1.304	-0.22	0.805	1.672
ENSG00000213896		7903	1.303	0.396	0.254	1.608
ENSG00000055483	USP36	7904	1.303	0.567	1.244	0.447
ENSG00000091073	DTX2	7905	1.303	1.892	1.75	-1.384
ENSG00000166002	SMCO4	7906	1.303	-0.421	0.55	2.128
ENSG00000259732		7907	1.303	1.79	0.669	-0.202
ENSG00000184575	XPOT	7908	1.303	-0.468	-0.703	3.428
ENSG00000169253		7909	1.303	1.344	0.737	0.175
ENSG00000175745	NR2F1	7910	1.302	0.667	1.695	-0.106
ENSG00000255452		7911	1.302	0.32	0.877	1.06
ENSG00000170906	NDUFA3	7912	1.302	1.959	0.416	-0.12
ENSG00000253832		7913	1.302	0.17	1.524	0.561
ENSG00000110092	CCND1	7914	1.302	0.754	0.914	0.587
ENSG00000224559	LINC01087	7915	1.302	0.81	0.984	0.461
ENSG00000139610	CELA1	7916	1.302	1.462	0.678	0.116
ENSG00000169402	RSPH10B2	7917	1.302	-0.335	1.949	0.641
ENSG00000228616		7918	1.302	0.586	1.184	0.484
ENSG00000206778	RNU6-213P	7919	1.302	1.163	-0.447	1.539
ENSG00000187105	HEATR4	7920	1.302	0.005	1.945	0.305
ENSG00000274210		7921	1.302	0.531	1.524	0.199
ENSG00000007376	RPUSD1	7922	1.301	0.713	1.475	0.066
ENSG00000022567	SLC45A4	7923	1.301	1.326	1.261	-0.334
ENSG00000132824	SERINC3	7924	1.301	1.436	-0.613	1.431
ENSG00000157870	FAM213B	7925	1.301	0.713	1.808	-0.267
ENSG00000280114		7926	1.301	0.555	-0.019	1.718
ENSG00000171467	ZNF318	7927	1.301	0.663	1.654	-0.063
ENSG00000222299		7928	1.301	0.076	1.042	1.135
ENSG00000211964	IGHV3-48	7929	1.301	1.394	0.524	0.335
ENSG00000225560	FAM197Y8	7930	1.3	1.432	0.072	0.749
ENSG00000251173	UCHL1-AS1	7931	1.3	0.079	0.584	1.589
ENSG00000205929	C21orf62	7932	1.3	-0.089	-0.295	2.637
ENSG00000279906		7933	1.3	1.854	1.189	-0.79
ENSG00000272668		7934	1.3	1.365	-0.112	0.999
ENSG00000213160	KLHL23	7935	1.3	0.603	-0.047	1.697
ENSG00000263394		7936	1.3	0.453	0.521	1.278
ENSG00000122574	WIPF3	7937	1.3	0.838	1.721	-0.308
ENSG00000148143	ZNF462	7938	1.3	0.214	1.32	0.717
ENSG00000119125	GDA	7939	1.3	1.774	-0.701	1.177
ENSG00000207768	MIR188	7940	1.299	0.445	1.501	0.305
ENSG00000267703		7941	1.299	-0.006	1.648	0.608
ENSG00000257815		7942	1.299	0.403	0.124	1.722
ENSG00000205189	ZBTB10	7943	1.299	-0.912	0.547	2.614
ENSG00000236277	NIPA2P5	7944	1.299	0.757	0.444	1.049
ENSG00000223587	LINC01986	7945	1.298	1.584	0.897	-0.232
ENSG00000160207	HSF2BP	7946	1.298	1.322	-0.275	1.201
ENSG00000163602	RYBP	7947	1.298	0.689	1.588	-0.029
ENSG00000006757	PNPLA4	7948	1.298	-0.11	0.952	1.406
ENSG00000237750		7949	1.298	0.845	0.79	0.613
ENSG00000283005	CDC27P3	7950	1.298	0.447	0.405	1.395
ENSG00000124159	MATN4	7951	1.298	1.213	0.913	0.121
ENSG00000221633		7952	1.298	0.481	0.792	0.974
ENSG00000243819	RN7SL832P	7953	1.297	-0.122	1.302	1.067
ENSG00000184678	HIST2H2BE	7954	1.297	-0.394	0.29	2.351
ENSG00000281739		7955	1.297	0.7	1.632	-0.085
ENSG00000251508		7956	1.297	0.643	1.604	-0.001
ENSG00000250363	KRT18P21	7957	1.296	0.861	0.57	0.814
ENSG00000272506		7958	1.296	0.709	-0.081	1.617
ENSG00000271780		7959	1.296	1.289	-0.153	1.108
ENSG00000224948	ATP5G1P8	7960	1.296	0.61	0.899	0.735
ENSG00000258553		7961	1.296	0.585	1.095	0.565
ENSG00000221411	MIR1227	7962	1.296	0.767	0.438	1.039
ENSG00000253852		7963	1.296	0.938	0.367	0.94
ENSG00000223765	LINC01626	7964	1.296	0.482	1.123	0.64
ENSG00000207783		7965	1.296	1.244	0.272	0.728
ENSG00000274019		7966	1.296	-0.513	1.607	1.15
ENSG00000233924	RPSAP13	7967	1.296	0.854	1.346	0.044
ENSG00000108379	WNT3	7968	1.295	1.011	0.88	0.353
ENSG00000159199	ATP5G1	7969	1.295	1.281	1.334	-0.372
ENSG00000237510	GPAT2P1	7970	1.295	1.011	-0.088	1.321
ENSG00000159921	GNE	7971	1.295	1.454	-0.453	1.242
ENSG00000144158		7972	1.295	-0.242	0.9	1.584
ENSG00000101306	MYLK2	7973	1.295	1.86	1.002	-0.62
ENSG00000262668		7974	1.295	1.814	0.69	-0.262
ENSG00000196814	MVB12B	7975	1.295	0.811	0.713	0.718
ENSG00000237923	LINC02570	7976	1.294	0.933	1.694	-0.385
ENSG00000255020		7977	1.294	2.307	-0.818	0.753
ENSG00000213023	SYT3	7978	1.294	1.949	-0.488	0.779
ENSG00000279168		7979	1.294	1.135	0.529	0.577
ENSG00000259997	IGHV1OR16-4	7980	1.294	0.857	1.09	0.295
ENSG00000196664	TLR7	7981	1.294	0.556	0.303	1.381
ENSG00000221507	RNU6ATAC40P	7982	1.293	1.058	1.391	-0.209
ENSG00000207962	MIR30C1	7983	1.293	0.889	0.61	0.74
ENSG00000129493	HEATR5A	7984	1.293	0.908	-0.358	1.69
ENSG00000125107	CNOT1	7985	1.293	0.736	-0.155	1.659
ENSG00000112238	PRDM13	7986	1.293	0.478	0.928	0.833
ENSG00000221170		7987	1.293	0.833	0.614	0.792
ENSG00000227403	LINC01806	7988	1.293	1.806	2.071	-1.638
ENSG00000259029	DUX4L18	7989	1.293	0.714	0.758	0.766
ENSG00000204801	FGF7P7	7990	1.292	-0.145	1.063	1.32
ENSG00000258399		7991	1.292	2.079	1.081	-0.921
ENSG00000225846		7992	1.292	0.179	0.895	1.163
ENSG00000205622		7993	1.292	0.544	0.882	0.812
ENSG00000229672		7994	1.292	0.359	-0.05	1.929
ENSG00000230860	CCNB1IP1P2	7995	1.292	0.928	-0.447	1.757
ENSG00000099769	IGFALS	7996	1.292	-0.166	1.304	1.099
ENSG00000230955		7997	1.292	-0.001	1.231	1.008
ENSG00000117152	RGS4	7998	1.292	1.42	-0.184	1.001
ENSG00000264655	PPIAP54	7999	1.291	0.801	0.274	1.162
ENSG00000260399		8000	1.291	1.002	1.149	0.087
ENSG00000253550		8001	1.291	0.268	1.527	0.441
ENSG00000204666		8002	1.291	0.705	0.491	1.04
ENSG00000244153	WWP1P1	8003	1.291	-0.089	0.866	1.459
ENSG00000237886	NALT1	8004	1.291	1.836	1.232	-0.832
ENSG00000259254		8005	1.291	0.747	0.201	1.287
ENSG00000268289		8006	1.291	0.865	1.001	0.369
ENSG00000259359		8007	1.29	0.586	0.606	1.044
ENSG00000277727		8008	1.29	1.135	0.212	0.888
ENSG00000101928	MOSPD1	8009	1.29	0.073	0.552	1.609
ENSG00000205085	FAM71F2	8010	1.29	0.27	1.456	0.509
ENSG00000254546		8011	1.29	0.524	1.347	0.364
ENSG00000251025	NDUFB5P1	8012	1.29	0.488	0.838	0.908
ENSG00000274879		8013	1.29	0.475	1.577	0.182
ENSG00000212145		8014	1.29	0.288	0.706	1.24
ENSG00000199645	RNU6-1330P	8015	1.29	0.371	0.581	1.282
ENSG00000204120	GIGYF2	8016	1.289	1.114	1.965	-0.845
ENSG00000211650	IGLV5-45	8017	1.289	1.038	0.187	1.008
ENSG00000234419	CICP13	8018	1.289	0.538	0.83	0.865
ENSG00000228844		8019	1.289	0.604	0.231	1.398
ENSG00000244694	PTCHD4	8020	1.289	2.26	0.927	-0.954
ENSG00000233978		8021	1.289	1.295	0.002	0.936
ENSG00000186204	CYP4F12	8022	1.289	0.688	0.964	0.58
ENSG00000100600	LGMN	8023	1.289	2.698	0.065	-0.53
ENSG00000212939		8024	1.289	0.524	0.498	1.21
ENSG00000231768	LINC01354	8025	1.289	0.37	0.211	1.651
ENSG00000264553	MIR4257	8026	1.289	1.071	0.866	0.295
ENSG00000207571	MIR615	8027	1.289	2.51	-0.171	-0.107
ENSG00000167910	CYP7A1	8028	1.288	0.732	0.728	0.771
ENSG00000226693	NXNP1	8029	1.288	0.989	0.282	0.96
ENSG00000268595		8030	1.287	0.059	0.907	1.264
ENSG00000280746		8031	1.287	0.942	0.527	0.761
ENSG00000233285	MTCYBP10	8032	1.287	1.025	0.135	1.069
ENSG00000278748		8033	1.287	-0.82	1.369	1.681
ENSG00000153347	FAM81B	8034	1.287	1.576	1.375	-0.721
ENSG00000226823	SUGT1P1	8035	1.287	3.548	-0.679	-0.639
ENSG00000249449	MRPL57P6	8036	1.287	0.579	0.431	1.219
ENSG00000250331	LINC01340	8037	1.287	0.605	1.341	0.284
ENSG00000175931	UBE2O	8038	1.287	0.112	2.376	-0.259
ENSG00000231688	RPL21P43	8039	1.287	1.148	0.736	0.345
ENSG00000261359	PYCARD-AS1	8040	1.287	1.047	1.563	-0.381
ENSG00000161202	DVL3	8041	1.287	0.341	0.371	1.516
ENSG00000227666	CYCSP24	8042	1.287	1.422	0.015	0.791
ENSG00000228110	ST13P19	8043	1.286	-0.393	1.756	0.866
ENSG00000207688	MIR548AA2	8044	1.286	1.292	0.31	0.626
ENSG00000117385	P3H1	8045	1.286	-0.519	1.378	1.369
ENSG00000242512	LINC01206	8046	1.286	-0.149	1.785	0.59
ENSG00000267061		8047	1.286	-0.108	1.087	1.248
ENSG00000167074	TEF	8048	1.285	-0.245	1.192	1.279
ENSG00000136950	ARPC5L	8049	1.285	-0.092	-0.035	2.353
ENSG00000212461		8050	1.285	0.487	0.784	0.955
ENSG00000255300		8051	1.285	0.038	0.775	1.413
ENSG00000171798	KNDC1	8052	1.285	0.25	0.707	1.269
ENSG00000184838	PRR16	8053	1.284	-1.107	2.521	0.81
ENSG00000232618		8054	1.284	0.593	1.989	-0.357
ENSG00000230637		8055	1.284	2.125	-0.892	0.992
ENSG00000250604		8056	1.284	0.309	0.173	1.742
ENSG00000135314	KHDC1	8057	1.284	1.069	0.316	0.839
ENSG00000163576	EFHB	8058	1.284	0.021	1.71	0.493
ENSG00000206612	SNORA2A	8059	1.284	0.393	0.926	0.905
ENSG00000188010	MORN2	8060	1.284	0.04	-0.126	2.31
ENSG00000267146		8061	1.284	0.885	0.378	0.961
ENSG00000226197		8062	1.284	1.139	0.074	1.011
ENSG00000227471	AKR1B15	8063	1.284	0.238	1.414	0.571
ENSG00000230821		8064	1.284	0.13	0.476	1.617
ENSG00000229042		8065	1.284	1.226	-0.035	1.032
ENSG00000281047		8066	1.284	0.993	0.441	0.789
ENSG00000222378	RNA5SP44	8067	1.283	0.393	0.313	1.518
ENSG00000148153	INIP	8068	1.283	0.67	0.919	0.633
ENSG00000228689		8069	1.283	0.791	0.402	1.029
ENSG00000273634		8070	1.283	0.819	0.313	1.091
ENSG00000238227	TMEM250	8071	1.283	-0.08	1.614	0.688
ENSG00000204628	RACK1	8072	1.283	1.914	0.215	0.092
ENSG00000152270	PDE3B	8073	1.283	1.172	-1.239	2.289
ENSG00000269559		8074	1.283	1.41	1.076	-0.264
ENSG00000203812	HIST2H2AA3	8075	1.283	0.386	-0.086	1.922
ENSG00000212224		8076	1.282	0.581	0.901	0.739
ENSG00000241203	HMGN2P26	8077	1.282	0.808	0.86	0.552
ENSG00000271194	RNF138P2	8078	1.282	0.954	0.934	0.333
ENSG00000145214	DGKQ	8079	1.282	-0.127	0.275	2.073
ENSG00000068903	SIRT2	8080	1.282	1.309	2.217	-1.305
ENSG00000277747		8081	1.282	1.072	0.478	0.67
ENSG00000271969		8082	1.282	0.539	0.377	1.304
ENSG00000229670	PKP4P1	8083	1.282	0.726	0.564	0.93
ENSG00000162298	SYVN1	8084	1.281	-0.202	0.692	1.73
ENSG00000259281	LINGO1-AS2	8085	1.281	0.772	1.26	0.188
ENSG00000140280	LYSMD2	8086	1.281	0.755	0.228	1.236
ENSG00000177679	SRRM3	8087	1.281	0.112	1.825	0.282
ENSG00000213332	SLC25A5P6	8088	1.281	1.361	1.05	-0.191
ENSG00000258627		8089	1.281	0.832	0.111	1.276
ENSG00000142748	FCN3	8090	1.281	1.436	0.051	0.732
ENSG00000100889	PCK2	8091	1.281	0.621	-0.411	2.009
ENSG00000271240		8092	1.281	0.569	1.687	-0.038
ENSG00000228959		8093	1.281	0.098	0.263	1.857
ENSG00000272058		8094	1.28	0.045	0.851	1.322
ENSG00000269652		8095	1.28	1.959	1.227	-0.968
ENSG00000232006		8096	1.28	0.976	1.565	-0.323
ENSG00000239167		8097	1.28	0.563	0.668	0.986
ENSG00000257477	LINC01154	8098	1.28	1.323	0.687	0.207
ENSG00000252097	RNU6-346P	8099	1.28	0.993	1.58	-0.356
ENSG00000081791	KIAA0141	8100	1.28	1.627	1.402	-0.812
ENSG00000216058	MIR944	8101	1.28	-0.004	1.142	1.079
ENSG00000105642	KCNN1	8102	1.28	1.259	-0.265	1.222
ENSG00000135503	ACVR1B	8103	1.28	0.98	-0.526	1.762
ENSG00000250677		8104	1.279	1.646	0.666	-0.096
ENSG00000143578	CREB3L4	8105	1.279	-0.417	1.289	1.344
ENSG00000259255		8106	1.279	0.503	0.794	0.918
ENSG00000219387	ATF1P1	8107	1.279	0.344	0.536	1.335
ENSG00000260727	SLC7A5P1	8108	1.279	0.951	0.076	1.188
ENSG00000117899	MESD	8109	1.279	1.198	0.985	0.032
ENSG00000095383	TBC1D2	8110	1.278	1.255	-0.176	1.135
ENSG00000272367		8111	1.278	2.401	-0.287	0.1
ENSG00000255622	PCDHB17P	8112	1.278	0.275	0.442	1.497
ENSG00000237560	LINC01497	8113	1.278	0.805	-0.572	1.981
ENSG00000087095	NLK	8114	1.278	-0.949	0.788	2.375
ENSG00000211970	IGHV4-61	8115	1.278	0.698	1.268	0.248
ENSG00000160753	RUSC1	8116	1.278	-1.028	0.357	2.885
ENSG00000250427	LINC02148	8117	1.278	0.763	1.13	0.32
ENSG00000250272	TRMT112P1	8118	1.277	0.304	1.148	0.761
ENSG00000269556	TMEM185A	8119	1.277	1.324	-0.044	0.932
ENSG00000268650		8120	1.277	0.584	0.501	1.127
ENSG00000185985	SLITRK2	8121	1.277	0.021	2.901	-0.711
ENSG00000228109	MELTF-AS1	8122	1.277	0.033	0.975	1.202
ENSG00000235015	GEMIN2P1	8123	1.276	0.563	1.16	0.487
ENSG00000254559		8124	1.276	1.753	0.095	0.362
ENSG00000103496	STX4	8125	1.276	1.444	1.837	-1.071
ENSG00000231351		8126	1.276	0.222	0.779	1.21
ENSG00000145041	DCAF1	8127	1.276	1.622	0.288	0.3
ENSG00000277935		8128	1.276	-0.756	1.95	1.015
ENSG00000269761		8129	1.275	1.5	0.391	0.318
ENSG00000267258	PPIAP58	8130	1.275	0.821	0.663	0.725
ENSG00000254853		8131	1.275	0.478	0.99	0.741
ENSG00000169992	NLGN2	8132	1.275	-1.239	0.62	2.827
ENSG00000248552		8133	1.275	0.431	0.492	1.286
ENSG00000229920	RPS4XP5	8134	1.275	1.316	-0.733	1.625
ENSG00000274515		8135	1.275	-0.05	1.754	0.505
ENSG00000258820		8136	1.275	-0.401	1.063	1.546
ENSG00000232629	HLA-DQB2	8137	1.275	1.569	0.673	-0.033
ENSG00000267318		8138	1.275	0.76	1.518	-0.069
ENSG00000282122	IGHV7-4-1	8139	1.275	0.339	1.23	0.639
ENSG00000260899		8140	1.275	-0.341	2.111	0.438
ENSG00000198492	YTHDF2	8141	1.275	1.41	0.3	0.498
ENSG00000198039	ZNF273	8142	1.274	0.696	1.747	-0.235
ENSG00000281138		8143	1.274	0.065	1.827	0.315
ENSG00000253910	PCDHGB2	8144	1.274	-0.738	1.742	1.203
ENSG00000188986	NELFB	8145	1.274	-0.517	1.906	0.818
ENSG00000253333		8146	1.274	1.451	0.159	0.597
ENSG00000090060	PAPOLA	8147	1.274	0.978	0.313	0.915
ENSG00000232354	VIPR1-AS1	8148	1.274	0.409	1.697	0.1
ENSG00000225978	HAR1A	8149	1.274	-0.025	0.25	1.981
ENSG00000258572		8150	1.274	0.166	1.797	0.244
ENSG00000224018		8151	1.274	0.018	0.571	1.617
ENSG00000267011		8152	1.274	-0.039	0.745	1.5
ENSG00000173372	C1QA	8153	1.274	0.478	2.177	-0.449
ENSG00000269403		8154	1.274	-0.259	1.892	0.573
ENSG00000236663	FRGCA	8155	1.274	1.208	1.083	-0.085
ENSG00000082781	ITGB5	8156	1.273	1.377	1.875	-1.046
ENSG00000105088	OLFM2	8157	1.273	1.044	-0.053	1.215
ENSG00000125166	GOT2	8158	1.273	1.5	-0.077	0.782
ENSG00000278083		8159	1.273	0.689	0.87	0.646
ENSG00000163499	CRYBA2	8160	1.273	-0.42	0.563	2.062
ENSG00000217330	SSXP10	8161	1.273	0.498	0.927	0.78
ENSG00000135540	NHSL1	8162	1.273	-0.747	1.23	1.723
ENSG00000206910	SNORA29	8163	1.273	1.205	1.529	-0.529
ENSG00000116138	DNAJC16	8164	1.273	0.767	1.33	0.108
ENSG00000274099	ABCB10P1	8165	1.273	1.762	1.43	-0.987
ENSG00000256306		8166	1.273	-0.629	1.766	1.068
ENSG00000259048		8167	1.273	-0.698	1.968	0.934
ENSG00000207552	MIR633	8168	1.272	0.597	1.172	0.435
ENSG00000130023	ERMARD	8169	1.272	-0.923	0.127	3.0
ENSG00000235470	NEURL1-AS1	8170	1.272	0.184	0.1	1.919
ENSG00000196313	POM121	8171	1.272	0.934	-0.281	1.55
ENSG00000245750	DRAIC	8172	1.272	1.151	0.141	0.912
ENSG00000182747	SLC35D3	8173	1.272	-0.388	0.896	1.695
ENSG00000261645	DISC1FP1	8174	1.272	0.859	-0.21	1.554
ENSG00000235687	LINC00993	8175	1.272	0.469	1.477	0.257
ENSG00000265429	MIR4782	8176	1.272	1.0	0.254	0.949
ENSG00000147255	IGSF1	8177	1.272	1.109	-0.62	1.713
ENSG00000253771	TPTE2P1	8178	1.271	1.249	0.917	0.035
ENSG00000231568		8179	1.271	-0.794	1.915	1.081
ENSG00000255275		8180	1.271	0.706	0.84	0.656
ENSG00000260979		8181	1.271	-0.406	1.704	0.903
ENSG00000107242	PIP5K1B	8182	1.271	0.616	2.129	-0.544
ENSG00000244661	TRBV12-1	8183	1.271	0.543	0.838	0.82
ENSG00000207633	MIR505	8184	1.271	0.794	0.483	0.924
ENSG00000118292	C1orf54	8185	1.271	1.098	0.606	0.496
ENSG00000181894	ZNF329	8186	1.271	0.103	0.687	1.411
ENSG00000281030		8187	1.271	0.743	0.15	1.308
ENSG00000272662		8188	1.27	1.755	0.338	0.108
ENSG00000047644	WWC3	8189	1.27	-0.914	1.216	1.899
ENSG00000266955		8190	1.27	0.693	1.924	-0.417
ENSG00000266050		8191	1.27	1.121	-0.314	1.393
ENSG00000189431	RASSF10	8192	1.27	0.985	1.925	-0.711
ENSG00000221539	SNORD99	8193	1.27	-0.635	1.41	1.425
ENSG00000217930	PAM16	8194	1.27	-1.0	1.875	1.324
ENSG00000226229	RPLP0P1	8195	1.27	0.34	0.392	1.468
ENSG00000137312	FLOT1	8196	1.27	1.205	1.858	-0.864
ENSG00000234566	RPL7AP71	8197	1.27	0.245	0.093	1.861
ENSG00000254617		8198	1.27	-0.161	0.883	1.478
ENSG00000274182		8199	1.27	0.78	0.107	1.312
ENSG00000229320	KRT8P12	8200	1.27	1.868	0.957	-0.625
ENSG00000155034	FBXL18	8201	1.27	0.366	0.616	1.218
ENSG00000228422	LINC00687	8202	1.269	0.507	0.519	1.173
ENSG00000217231		8203	1.269	1.534	0.453	0.211
ENSG00000167536	DHRS13	8204	1.269	1.183	1.14	-0.125
ENSG00000228522		8205	1.269	0.062	1.275	0.861
ENSG00000173258	ZNF483	8206	1.269	0.662	0.162	1.374
ENSG00000234384	LINC01049	8207	1.269	0.242	0.284	1.672
ENSG00000182324	KCNJ14	8208	1.269	-0.001	1.603	0.596
ENSG00000278077		8209	1.269	1.46	0.179	0.558
ENSG00000261433		8210	1.268	0.168	1.638	0.391
ENSG00000101745	ANKRD12	8211	1.268	0.06	0.266	1.871
ENSG00000226985	LINC01203	8212	1.268	0.513	0.806	0.878
ENSG00000251009		8213	1.268	0.478	1.189	0.529
ENSG00000186665	C17orf58	8214	1.268	0.227	0.508	1.46
ENSG00000263460	BOD1P1	8215	1.268	1.627	1.528	-0.959
ENSG00000100991	TRPC4AP	8216	1.268	1.03	0.784	0.382
ENSG00000265496		8217	1.268	1.006	0.517	0.673
ENSG00000138279	ANXA7	8218	1.268	1.454	1.536	-0.795
ENSG00000231550	PTCHD3P2	8219	1.267	1.229	0.63	0.336
ENSG00000186480	INSIG1	8220	1.267	0.843	0.775	0.577
ENSG00000160439	RDH13	8221	1.267	1.523	2.035	-1.364
ENSG00000123545	NDUFAF4	8222	1.267	-0.214	0.727	1.681
ENSG00000207237	RNU6-110P	8223	1.267	0.21	0.88	1.105
ENSG00000137817	PARP6	8224	1.267	1.559	-0.645	1.279
